Now you're thinking of Maradona again.,"Thu Mar 08, 2012 12:11 pm",91,8050,World Football,Napoli fans racism towards players
what does that have to do with anything..,"Thu Mar 08, 2012 12:11 pm",71,8304,World Football,Lionel Messi...
Haven't seen him punch the ball in the net yet either.,"Thu Mar 08, 2012 12:09 pm",71,8304,World Football,Lionel Messi...
I bet he doesn't test positive to performance enhancing drugs like Maradona.,"Thu Mar 08, 2012 12:07 pm",71,8304,World Football,Lionel Messi...
"Well duh, he also thinks Maradona handballs are fine but the same offence committed by Suarez must meet condemnation.","Wed Mar 07, 2012 3:54 pm",91,8050,World Football,Napoli fans racism towards players
"a#10 for every team, some got it spectacular right like Italy (Baggio), Holland (Bergkamp), France (Platini), and Argentina (Kempes and of course Maradona) and others got it spectacularly wrong like England and Australia. My first decent coach told meI was a #9I was the target man, the","Fri Mar 02, 2012 9:39 am",66,10858,World Football,striker scoring rates for England
"moment. ""It's a big game. It's a fantastic place to play football and, when I was young, I was always looking at the videos of Napoli and Diego Maradona and all their big players, so I'm very happy to be here. ""All the boys are as well. We want to make a good impact."" Hitman Drogba was away","Tue Feb 21, 2012 12:39 pm",21,1878,World Football,Who's in charge at Chelsea?
LOLNiell's tackle was dsigraceful and was a clear foul on Grosso. Maradona literally threw the ball into the net.Massive difference.,"Fri Feb 17, 2012 4:37 pm",153,11418,World Football,Capello quits?
"it proves my point about capello? Those stats though only show part of the picture though: 1986 - cheated by the winners So you're saying that had Maradona not scored with his hand, you would have firstly won that game, and then the World Cup ? my memory must be going because I don't remember saying","Fri Feb 17, 2012 2:27 pm",153,11418,World Football,Capello quits?
"it proves my point about capello? Those stats though only show part of the picture though: 1986 - cheated by the winners So you're saying that had Maradona not scored with his hand, you would have firstly won that game, and then the World Cup ?","Fri Feb 17, 2012 2:24 pm",153,11418,World Football,Capello quits?
Maradona can give England a hand in winning a World Cup,"Thu Feb 09, 2012 9:08 am",153,11418,World Football,Capello quits?
more skillful players and players are more smarter and intelligent in their football knowledge and more fit So you would say it was easier for Maradona back then? Easier for Napoli to a land a Serie A and UEFA Cup? Easier for Italy in 1982? expected from u kopcant stick to TOPIC at hand..,"Thu Feb 02, 2012 11:36 am",67,5760,World Football,Is this a fact?  85m worth of talent......
more skillful players and players are more smarter and intelligent in their football knowledge and more fit So you would say it was easier for Maradona back then? Easier for Napoli to a land a Serie A and UEFA Cup? Easier for Italy in 1982?,"Thu Feb 02, 2012 11:14 am",67,5760,World Football,Is this a fact?  85m worth of talent......
Messi still needs to turn it on in a world cup and lift the trophy if he's ever to be mentioned in the same breath as Pele and Maradona.,"Tue Jan 24, 2012 8:23 am",26,1962,World Football,Messi isn't great
"he didnt have to! ps, nice deflection - can we stay on topicfor ONCE?","Thu Jan 19, 2012 4:23 pm",22,2980,World Football,e-football
Maradona never passed I thought you knew that!,"Thu Jan 19, 2012 4:22 pm",22,2980,World Football,e-football
INB4 the maradona fanboy posts a million lol emotes.,"Thu Jan 12, 2012 10:49 pm",9,821,World Football,Andy Carroll to work with space agency
"has not cheated before. So who was this then?  copying his hero, the great DIEGO!!! :lol: :wink: So maradona is a cheat then? :lol: :lol: :lol: What a typical dirty Nap hypocrit marado is.","Wed Jan 11, 2012 2:09 pm",27,3444,World Football,Real madrid keen on...
So maradona is a cheat then?,"Wed Jan 11, 2012 1:55 pm",27,3444,World Football,Real madrid keen on...
Silly me.Here i was thinking i could choose any player from my clubs history.Do you pretend to be this stupid?,"Tue Jan 10, 2012 12:05 pm",37,3390,World Football,Out of retirement..??
"Diego will be on no shape to play at the elite level, as much as i would love to see him play in aleague.","Tue Jan 10, 2012 11:35 am",37,3390,World Football,Out of retirement..??
MaradonaZolaFerrara/Ayala,"Tue Jan 10, 2012 11:23 am",37,3390,World Football,Out of retirement..??
"Now keep on sucking d**ks. I am grateful to my players and to the Argentinean people. I thank no one but them. The rest, keep on sucking d**ks."" Maradona after qualifying to the 2010 WC","Wed Dec 21, 2011 12:03 pm",16,2190,World Football,Football quotes
@10. Common sense doesn't work with el diez. He is a guy who hates cheating yet his idol is maradona,"Wed Dec 21, 2011 10:54 am",304,27284,World Football,Suarez verdict
"""When the seagulls follow the trawler, it's because they think sardines will be thrown into the sea. Thank you very much."" - Eric Cantona""I spent a lot of money on booze, birds and fast cars. The rest I just squandered"". - George Best""Here Branco, have some water"" - MaradonaAnyone?","Tue Dec 20, 2011 8:53 pm",16,2190,World Football,Football quotes
"This. Plus since Maradona says Messi, Pele goes against him, choosing Neymar and continuing their ongoing bitterness.","Tue Dec 20, 2011 3:14 pm",11,1775,World Football,Brazil legend Pele
melbourne 24th JanuarySydney 25th January,"Wed Dec 14, 2011 4:23 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
has he gone back into rehab?,"Wed Dec 14, 2011 3:47 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
"Swanny's a 'keeper. He used his hands for good, rather than evil.","Wed Dec 14, 2011 3:40 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
So hurtful,"Wed Dec 14, 2011 3:39 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
if only he handled it as well as you,"Wed Dec 14, 2011 3:34 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
"He couldn't ""handle"" it !","Wed Dec 14, 2011 3:13 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
Melbourne date has changed.,"Wed Dec 14, 2011 3:11 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
"it the way he did is more impressive than anything that Messi has ever done because the WC is the biggest stage. I believe that Messi will surpass Maradona the day he does something similar (""win a World Cup as Maradona did ""). So, don't try to change my argument. But if you disagree, I do respect","Wed Dec 14, 2011 2:56 pm",200,23669,World Football,Maradona is a cheat
Bit old now ?,"Wed Dec 14, 2011 2:30 pm",200,23669,World Football,Maradona is a cheat
same recycled bullshit. But I would still have Maradona in my team before Messi.,"Wed Dec 14, 2011 2:16 pm",200,23669,World Football,Maradona is a cheat
"again Messi suffers because he is surrounded by a world class team. He needs to get his ass to some sh i t club if he ever wants to be better than Maradona. :roll:[/quote] Take the teams and achievements away. Maradona, all round, was a bit better than messi (messi will improve).[/quote] I agree","Wed Dec 14, 2011 1:37 pm",200,23669,World Football,Maradona is a cheat
"again Messi suffers because he is surrounded by a world class team. He needs to get his ass to some sh i t club if he ever wants to be better than Maradona. :roll:[/quote] Take the teams and achievements away. Maradona, all round, was a bit better than messi (messi will improve).[/quote] forget","Wed Dec 14, 2011 1:20 pm",200,23669,World Football,Maradona is a cheat
".[/quote]So once again Messi suffers because he is surrounded by a world class team. He needs to get his ass to some shit club if he ever wants to be better than Maradona. [/quote]Take the teams and achievements away. Maradona, all round, was a bit better than messi (messi will improve).","Wed Dec 14, 2011 1:10 pm",200,23669,World Football,Maradona is a cheat
It's a quote from Wikipedia,"Wed Dec 14, 2011 12:50 pm",200,23669,World Football,Maradona is a cheat
Probably your most intelligent input into this topic.,"Wed Dec 14, 2011 12:31 pm",200,23669,World Football,Maradona is a cheat
"7 pages, keep goin..","Wed Dec 14, 2011 12:26 pm",200,23669,World Football,Maradona is a cheat
again Messi suffers because he is surrounded by a world class team. He needs to get his ass to some sh i t club if he ever wants to be better than Maradona. :roll:,"Wed Dec 14, 2011 12:25 pm",200,23669,World Football,Maradona is a cheat
"them win 2 championships! Poor qualification for the definition of a best player ! Once again, the thread was about cheating and as it stands, Maradona appears to be well ahead of Messi and others in that competition ! well if u want to be like hawkesy who is anally retentive.. The topic should","Wed Dec 14, 2011 12:06 pm",200,23669,World Football,Maradona is a cheat
"them win 2 championships! Poor qualification for the definition of a best player ! Once again, the thread was about cheating and as it stands, Maradona appears to be well ahead of Messi and others in that competition !","Wed Dec 14, 2011 12:02 pm",200,23669,World Football,Maradona is a cheat
"without Messi? cause i think they could. Thats difference. True again, the difference is you ""think"" they could ! time will tell! end of day, Maradona was very important in Argies winning 86, and Napoli winning 2 scudetti! ps, Maradona BEST player in the world.. until Messi","Wed Dec 14, 2011 11:52 am",200,23669,World Football,Maradona is a cheat
"True again, the difference is you ""think"" they could !","Wed Dec 14, 2011 11:49 am",200,23669,World Football,Maradona is a cheat
"If any one on this forum seriously believes argentina /napoli would have achieved what they did with out maradona, They need to change sports. this! True, it would be hard to achieve all that with only 10 players ! Do you think Barca could still win and achieve without Messi?","Wed Dec 14, 2011 11:45 am",200,23669,World Football,Maradona is a cheat
"True, it would be hard to achieve all that with only 10 players !","Wed Dec 14, 2011 11:40 am",200,23669,World Football,Maradona is a cheat
"Diego Maradona who scored the infamous ""Hand of God goal"", and also a goal voted as ""Goal of the Century"", in the same quarter-final against England. These were two of the five goals that Maradona scored during the tournament,","Wed Dec 14, 2011 11:38 am",200,23669,World Football,Maradona is a cheat
this!,"Wed Dec 14, 2011 11:37 am",200,23669,World Football,Maradona is a cheat
Maybe nobody said it. It was a statement.,"Wed Dec 14, 2011 11:37 am",200,23669,World Football,Maradona is a cheat
who has said that?,"Wed Dec 14, 2011 11:31 am",200,23669,World Football,Maradona is a cheat
"If any one on this forum seriously believes argentina /napoli would have achieved what they did with out maradona, They need to change sports.","Wed Dec 14, 2011 11:28 am",200,23669,World Football,Maradona is a cheat
"george weah and george best must have been rubbish, they never even played in a world cup.","Wed Dec 14, 2011 11:04 am",200,23669,World Football,Maradona is a cheat
"on waddle and barnes, shows that the argies did well to stop the poms from scoring! Stop deflecting, this is not about England, it's about Maradona and that goal disallowed may have changed Maradona's place in history. And the fact that Argentina did well to stop the England team from","Wed Dec 14, 2011 11:00 am",200,23669,World Football,Maradona is a cheat
Don’t you remember that WC? That Argies team was Maradona + 10 training cones. FACT.,"Wed Dec 14, 2011 10:50 am",200,23669,World Football,Maradona is a cheat
"Roll your eyes all you want, but that first goal changed the game and may ultimately have contributed to Argentina winning that World CupMaradona winning the Golden Player of that Cupand his now ""legendary"" status. the guy just got away with it on a bigger scale, people do things like","Wed Dec 14, 2011 10:43 am",200,23669,World Football,Maradona is a cheat
"the guy just got away with it on a bigger scale, people do things like that in local games everyday and get away with it.","Wed Dec 14, 2011 8:30 am",200,23669,World Football,Maradona is a cheat
"So the second goal was a direct result of the England being bamboozled by the first and England players ""asking questions""???Ok","Wed Dec 14, 2011 8:19 am",200,23669,World Football,Maradona is a cheat
Meant he isn't as prolific in front of goal*.,"Tue Dec 13, 2011 8:58 pm",200,23669,World Football,Maradona is a cheat
"on the World Cup stage)I still am amazed by what George Best did in tight situations that didn't require momentum. Watch Messi and Maradona and most of the time their momentum + directional change carries them throughwell, what little I have seen of them.","Tue Dec 13, 2011 5:32 pm",200,23669,World Football,Maradona is a cheat
"most succesful moments and was their best player but it is still a team game and I think Messi is better. Messi is def the greatest player since Maradona. He still has an amazing potential. But Maradona was quite comfortably a better player than Messi. Maradona was the best at everything, Dribbling,","Tue Dec 13, 2011 3:55 pm",200,23669,World Football,Maradona is a cheat
Any Nap or Argentine will say that he carried them. He was there on their most succesful moments and was their best player but it is still a team game and I think Messi is better.,"Tue Dec 13, 2011 3:13 pm",200,23669,World Football,Maradona is a cheat
"actually, apart from wonderful skills these players both havewhat also makes a great player is his ability to carry a team - lead, inspire. Maradona led / inspired his Argentina to a world cup with these qualities. Maradona, Led his Napoli to 2 championships.Take him away from the equation","Tue Dec 13, 2011 3:09 pm",200,23669,World Football,Maradona is a cheat
I love the argument that Messi can't be a better player until he wins a WC. It's so stupid. It's like saying that Steven Gerrard can't be a better player than Michael Carrick until he wins the league title.,"Tue Dec 13, 2011 1:50 pm",200,23669,World Football,Maradona is a cheat
"and early 90s. Again, not saying Messi does not deserve to be considered the best in the world. But he is far from being the best ever or surpass Maradona. Needs to show his football in a word cup (biggest stage).","Tue Dec 13, 2011 1:08 pm",200,23669,World Football,Maradona is a cheat
"ownit takes games to qualify and others in the team make coaching decisions, tackles, saves, passes and score goals to get you there. Sure Maradona starred in the '86 World Cup but he never won it off just his own boot (it took good finishing with the 3 goals from others to get Argentina","Tue Dec 13, 2011 12:54 pm",200,23669,World Football,Maradona is a cheat
a juventus fan claiming that someone was unduly punished for match fixing - now where have I heard that before?,"Tue Dec 13, 2011 10:34 am",200,23669,World Football,Maradona is a cheat
"surely the country that has gained the most from a 'cheat' is.Italy!!!!! paolo rossi 1982 WC anyone???? Honestly, I don't even know why Rossi was banned in the first place. He was never involved in the fixing of matches in 1980, with both he and the fixers admitting as much.","Tue Dec 13, 2011 9:29 am",200,23669,World Football,Maradona is a cheat
Which is why I said at the start I can't understand why he was banned. Seems they cracked down on anybody who had contact with the fixers.,"Mon Dec 12, 2011 3:30 pm",200,23669,World Football,Maradona is a cheat
wasnt he banned for 2 years???,"Mon Dec 12, 2011 3:07 pm",200,23669,World Football,Maradona is a cheat
Because there is a perception Rossi was some big player in this betting ring.,"Mon Dec 12, 2011 2:31 pm",200,23669,World Football,Maradona is a cheat
"change a penalty/goal as can be gained by a diver. My point was aimed squarely at our little friend and his love for volleyballers, err I mean Maradona. I love indoor volleyball and womens beach volleyball! so, whats ur problem! Ps, how is this relevant to the topic????","Mon Dec 12, 2011 2:20 pm",17,1603,World Football,Simulation
"change a penalty/goal as can be gained by a diver. My point was aimed squarely at our little friend and his love for volleyballers, err I mean Maradona.","Mon Dec 12, 2011 2:13 pm",17,1603,World Football,Simulation
Another player who won a world cup playing practically alone was Garrincha in 1966. But unfortunately he will be forgotten by the next generations and midia. I don't see Garrincha in this photo!  Ops S,"Mon Dec 12, 2011 1:47 pm",200,23669,World Football,Maradona is a cheat
"He was allowed to play by FIFA, whats the problem?He didn't take PED's, or use his hand to score a crucial world cup goal.","Mon Dec 12, 2011 12:18 pm",200,23669,World Football,Maradona is a cheat
and the other doesnst count cause they used 'oriundi',"Mon Dec 12, 2011 10:26 am",200,23669,World Football,Maradona is a cheat
"Ok mate, if u say so!","Mon Dec 12, 2011 10:24 am",200,23669,World Football,Maradona is a cheat
"surely the country that has gained the most from a 'cheat' is.Italy!!!!! paolo rossi 1982 WC anyone????  win 1 of these gold stars, then come back when u do!! u greeeks are always so bit","Mon Dec 12, 2011 10:23 am",200,23669,World Football,Maradona is a cheat
which part of my statement are you denying.BTWim not greek!!!!,"Mon Dec 12, 2011 10:23 am",200,23669,World Football,Maradona is a cheat
I don't see Garrincha in this photo!,"Mon Dec 12, 2011 10:20 am",200,23669,World Football,Maradona is a cheat
surely the country that has gained the most from a 'cheat' is.Italy!!!!!paolo rossi 1982 WC anyone????,"Mon Dec 12, 2011 10:17 am",200,23669,World Football,Maradona is a cheat
"Still the greatest Player! Maybe Messi will surpass him. Messi will surpass him the day he wins a World Cup playing alone as Maradona did in 1986 (which I think it is unlikely). In addition, Maradona played against Platini, Gulliti, Van Basten, Klinsmann, Matthaus, Baggio, Zico just","Mon Dec 12, 2011 9:55 am",200,23669,World Football,Maradona is a cheat
Messi will go down as the greatest player of all time.,"Sun Dec 11, 2011 1:36 pm",200,23669,World Football,Maradona is a cheat
"Still the greatest Player! Maybe Messi will surpass him.[/quote] Messi will surpass him the day he wins a World Cup playing alone as Maradona did in 1986 (which I think it is unlikely). In addition, Maradona played against Platini, Gulliti, Van Basten, Klinsmann, Matthaus, Baggio, Zico just","Sun Dec 11, 2011 10:54 am",200,23669,World Football,Maradona is a cheat
"Maradona should have gone down on the Belgranoa cheating, drug taking waste of a talenthe is the epitome of everything that's been wrong with the game over the years","Sat Dec 10, 2011 8:45 am",200,23669,World Football,Maradona is a cheat
"I completely agree !However, should really say ""in his interpreter's own words"" !","Fri Dec 09, 2011 6:17 pm",200,23669,World Football,Maradona is a cheat
fixed.,"Fri Dec 09, 2011 4:28 pm",200,23669,World Football,Maradona is a cheat
"[quote=""Le King""][/quote]Refer to post above yours.","Fri Dec 09, 2011 3:41 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
Suarez is a gorgeous young man. But you just cannae leave him out of a topic can you?,"Fri Dec 09, 2011 3:01 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
"Pffft, If he (Maradona - A.K.A. drug cheating, goal cheating, junkie, fat c**t) was in my back yard I'd tell him to get the f**k out.","Fri Dec 09, 2011 3:00 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
and yet ur sig has a buck tooth nancy!!!,"Fri Dec 09, 2011 2:56 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
Ugly thing isn't he?,"Fri Dec 09, 2011 2:55 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
"Diego Armando Maradona has enthralled both fans and critics during the long span of his career, from his debut in professional football during 1975 to his farewell match in November of 2001. Throughout a quarter of a century, Diego","Fri Dec 09, 2011 2:32 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
He became a footballing superstar and a ‘God’ to millions because of the magic he could perform with his head and feet but these days Diego Armando Maradona is as much a global icon because of the words that come out of his mouth. With a life and times off the pitch that rival his incredible record,"Fri Dec 09, 2011 2:26 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
"Hmm as the title suggest""THE WORLDS GREATEST EVER FOOTBALLER""!","Fri Dec 09, 2011 2:23 pm",200,23669,World Football,Maradona is a cheat
Nah i was thinking about bringing the juve one and asking if he would wipe his assss with it,"Fri Dec 09, 2011 2:22 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
"Maradona - Greatest. Thankyou.[/quote]aussie, NO POINT talking sense to that pom, he still hasnt built a bridge.","Fri Dec 09, 2011 2:18 pm",200,23669,World Football,Maradona is a cheat
[then why did you talk about pele?[/quote]Maradona - Greatest. Thankyou.,"Fri Dec 09, 2011 2:09 pm",200,23669,World Football,Maradona is a cheat
then why did you talk about pele?,"Fri Dec 09, 2011 2:05 pm",200,23669,World Football,Maradona is a cheat
"Yes, i know.","Fri Dec 09, 2011 2:00 pm",200,23669,World Football,Maradona is a cheat
"pay attention!he was talking about maradona, not pele","Fri Dec 09, 2011 1:58 pm",200,23669,World Football,Maradona is a cheat
"For someone to do this in a football brawl, incidently begun by Maradona diving, and to be labelled best footballerUFC fighter maybe !   Barcelona","Fri Dec 09, 2011 1:56 pm",200,23669,World Football,Maradona is a cheat
"Laughed so hard at El Diez in this thread. :lol: You should see the Maradona is a cheat thread, where he claims Puskas to be one of the best keepers ever! :shock: :lol: :lol: Just saw that then. Laughed so hard at El Diez in this thread. :lol: EDIT: Laugh","Fri Dec 09, 2011 11:37 am",30,2655,World Football,What a glorious mornings football
Lulz Maradona is a cheat.,"Fri Dec 09, 2011 11:33 am",47,4139,World Football,Dalglish furious at Rooney appeal
"I think Puskas was a classy player ; Zoff and Zenga were classy keepers :shock: fixed it for u!! You now have shown that you truly are a football fanatic now junior :lol: Who would have thought a Man Utd, Napoli and Adel Utd supporter would know nothing about football. Oh the irony I think is ho","Fri Dec 09, 2011 11:17 am",200,23669,World Football,Maradona is a cheat
i no spreak de engrish!! end of day Suarezz is a cheating twat and scousers are a funny bunch :lol: Not as bad as scumbag Maradona. His thread got to 4 pages. Suarez hasn't gone past 1. Obviously alot more people think that Maradona is lowlife cheating scumbag. listen to this twat,"Fri Dec 09, 2011 11:02 am",47,4139,World Football,Dalglish furious at Rooney appeal
listen to this twat hahaha,"Fri Dec 09, 2011 10:44 am",47,4139,World Football,Dalglish furious at Rooney appeal
"wow, so many ASSumptions","Fri Dec 09, 2011 10:33 am",47,4139,World Football,Dalglish furious at Rooney appeal
pele is the greatest.. maradona was the biggest puppet.. the biggest yuppie.. the biggest media character football saw up to that point in time.. just an entertainer.. a druggie and a woman beater.,"Fri Dec 09, 2011 10:29 am",47,4139,World Football,Dalglish furious at Rooney appeal
i no spreak de engrish!! end of day Suarezz is a cheating twat and scousers are a funny bunch :lol: Not as bad as scumbag Maradona. His thread got to 4 pages. Suarez hasn't gone past 1. Obviously alot more people think that Maradona is lowlife cheating scumbag. obviously MARADONA was,"Fri Dec 09, 2011 10:20 am",47,4139,World Football,Dalglish furious at Rooney appeal
Not as bad as scumbag Maradona. His thread got to 4 pages. Suarez hasn't gone past 1. Obviously alot more people think that Maradona is lowlife cheating scumbag.,"Fri Dec 09, 2011 10:05 am",47,4139,World Football,Dalglish furious at Rooney appeal
fixed it for u!!,"Fri Dec 09, 2011 9:47 am",200,23669,World Football,Maradona is a cheat
"u still commenting on this thread, i thought u had left already. ps, i dont weat tight shorts unlike u! :wink: Na this thread is still relevant. Funny how this has got to 4 pages, yet the Suarez one hasn't even got past 1 :wink: I do wear tight shorts, its part of the uniform at Heccies, but","Fri Dec 09, 2011 9:45 am",200,23669,World Football,Maradona is a cheat
"u still commenting on this thread, i thought u had left already.ps, i dont weat tight shorts unlike u!","Fri Dec 09, 2011 9:24 am",200,23669,World Football,Maradona is a cheat
"You should see the Maradona is a cheat thread, where he claims Puskas to be one of the best keepers ever!","Fri Dec 09, 2011 9:11 am",30,2655,World Football,What a glorious mornings football
"well done juvemerda!! why dont u just crawl back from under the rock u came from u fn :clown: :lol: :lol: :lol: :lol: :lol: :lol: :lol: :lol: :lol: :lol: why, am I embarrasing you ???? (you're used to that by now, aren't you ??) ps. great comback, great deflection, great change of subject. pss. i d","Fri Dec 09, 2011 9:09 am",200,23669,World Football,Maradona is a cheat
"This coming from someone whose typical posts on matters not involving Manure, Liverpool or Suarez is:/yawn.Nuff said. Back to the herd for you, at least you will blend in with the rest.","Fri Dec 09, 2011 9:06 am",200,23669,World Football,Maradona is a cheat
LOL at anyone trying to defend the low life.,"Thu Dec 08, 2011 10:47 pm",200,23669,World Football,Maradona is a cheat
Do I really need to go on or do you want to add more egg to your face than is already there? Shown me up? :lol: What hypocrisy? Hawkeye made an error so you're counting that as a win? :lol: Outsmarting El Diez is an achievement for you? :lol: Are your seriously trying to add pesky little things,"Thu Dec 08, 2011 6:04 pm",200,23669,World Football,Maradona is a cheat
Respect for the game !!!,"Thu Dec 08, 2011 6:01 pm",16,2400,World Football,Sir Bobby Charlton
":lol: EC telling me Im not bright, coming from a sheep follower? :lol: :lol: I've even gone back over contributions to this thread and here's the funny part, your contribution has nothing more than whingeing about Suarez and how somehow Liverpool supporters are confused about what constitutes cheati","Thu Dec 08, 2011 5:38 pm",200,23669,World Football,Maradona is a cheat
"If bomber can't bring other threads into this thread, why can you bring us Suarez in any thread that doesn't have his name in the title?","Thu Dec 08, 2011 5:25 pm",200,23669,World Football,Maradona is a cheat
"Pele is impotent, Maradona was a drug addict, George Best was an alcoholic and Messi took HGH what has Sir Bobby done? NIENTE!ps: what does the number of cards have to do with it?","Thu Dec 08, 2011 5:21 pm",16,2400,World Football,Sir Bobby Charlton
Got mine from an agency one day prior to the ticketek release.,"Thu Dec 08, 2011 4:59 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
"What have you actually contributed to this thread? Stick to the Wild West, chump. Superb comeback, especially for someone who calls into the wild west occasionally and does exactly that (contribute f uc k all to the topic at hand). Its quite clear you hate it when people show you up. Hypocrite,","Thu Dec 08, 2011 4:55 pm",200,23669,World Football,Maradona is a cheat
Are you gonna ask him to sign your Manchester United shirt ???,"Thu Dec 08, 2011 4:54 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
"I think Puskas, Zoff and Zenga were classy keepers I never saw Puskas play in goal, good player but doubt he was as good between the sticks as Lashin , Zoff, Banks or Brian Horne. Presume you mean Lev Yashin? As for el diez rating Puskas as a goalkeeper :lol: That's exactly who i me","Thu Dec 08, 2011 4:40 pm",200,23669,World Football,Maradona is a cheat
Presume you mean Lev Yashin? As for el diez rating Puskas as a goalkeeper,"Thu Dec 08, 2011 4:35 pm",200,23669,World Football,Maradona is a cheat
"Only a fool wouldn't include Best ! top 10 definitely! not top!! It's all subjectiveinfluenced by nationality of the observer, what qualities the observer admires in a player.very few of the excellent goalkeepers that have played are put forward as the best obviously you know who i think i","Thu Dec 08, 2011 4:32 pm",200,23669,World Football,Maradona is a cheat
"no, I would rather go see the BEST player to ever grace the hallowed turf!!!!!","Thu Dec 08, 2011 4:32 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
"Bottom line - he was a pretty good footballer. If he's not in your top 10 players of all time then you don't know anything about football. BUT the best ever is subjective. For me Beckenbauer, Eusebio, Pele and Lashin could all make a claim for the title. Add in Puscas, George Best, Gazza, Stanley M","Thu Dec 08, 2011 4:31 pm",200,23669,World Football,Maradona is a cheat
"i have never seen him play live, hence why i am goin to see him in january!! Newsflash - he wont be playing. no cabernet sherlock!! im not goin to see him play, although he may have a kick around.. :wink: So you'd rather see a fat retired bloke yak as opposed to watching Messi at Barca? I think","Thu Dec 08, 2011 4:31 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
telling all how good they once were ! IMO what if messi is on the bench or not even in the squad for that game? What if he scored 4-5 goals ? Maradona - What to expect !!,"Thu Dec 08, 2011 4:30 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
"I never saw Puskas play in goal, good player but doubt he was as good between the sticks as Lashin, Zoff, Banks or Brian Horne.","Thu Dec 08, 2011 4:29 pm",200,23669,World Football,Maradona is a cheat
"Only a fool wouldn't include Best ! top 10 definitely! not top!! It's all subjectiveinfluenced by nationality of the observer, what qualities the observer admires in a player.very few of the excellent goalkeepers that have played are put forward as the best Keepers? I'll go Banks, Yashin,","Thu Dec 08, 2011 4:28 pm",200,23669,World Football,Maradona is a cheat
"no cabernet sherlock!!im not goin to see him play, although he may have a kick around..","Thu Dec 08, 2011 4:27 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
"Only a fool wouldn't include Best ! top 10 definitely! not top!! It's all subjectiveinfluenced by nationality of the observer, what qualities the observer admires in a player.very few of the excellent goalkeepers that have played are put forward as the best I think Puskas, Zoff and Zenga w","Thu Dec 08, 2011 4:27 pm",200,23669,World Football,Maradona is a cheat
"I think it would be money better spent on flying to Europe to watch Lionel Messi ""playing"" rather than listen to a broken English tale from someone telling all how good they once were ! IMO what if messi is on the bench or not even in the squad for that game? YEAH! :lol: Just like he played against","Thu Dec 08, 2011 4:26 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
"It's all subjectiveinfluenced by nationality of the observer, what qualities the observer admires in a player.very few of the excellent goalkeepers that have played are put forward as the best","Thu Dec 08, 2011 4:23 pm",200,23669,World Football,Maradona is a cheat
Newsflash - he wont be playing.,"Thu Dec 08, 2011 4:23 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
"anybody buy the ""meet and greet"" tickets? heard they went like hotcakes I think it would be money better spent on flying to Europe to watch Lionel Messi ""playing"" rather than listen to a broken English tale from someone telling all how good they once were ! IMO what if messi is on the bench or not","Thu Dec 08, 2011 4:21 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
"On wednesday 7th. I wrote: if ur goin to pay someone out, learn to spell :clown: :lol: :lol: :lol: :lol: :lol: :lol: :lol: Ahhhhhh the irony !!!! 1 day later El Drugcheat writes: ^^^^^^^^^^^^^^ :lol: :lol: :lol: :lol: OH THE IRONY!!!!! :lol: :lol: :lol: :lol: :lol: :lol: :lol: :lol: :lol: :lol: :lo","Thu Dec 08, 2011 4:20 pm",200,23669,World Football,Maradona is a cheat
"i have never seen him play live, hence why i am goin to see him in january!!","Thu Dec 08, 2011 4:20 pm",113,11673,World Football,MARADONA TO HEAD DOWN UNDER!!!!
